"","site_type","allele_freq","dist_bin","mean_D","mean_r2","mean_D_prime","num_pairs","s_ben","s_del","rho_exp","mu_exp","theta","h_del","h_ben","model","num_sites"
"1048","syn","common",1500,0.00162795659370977,0.0519162854596648,-0.00573134521020308,21748,0.1,0.001,6,6,0,0.5,0.5,1,10
"1049","nonsyn","rare",1500,0.000184844980053696,0.0248960151996349,-0.882644893321496,263708,0.1,0.001,6,6,0,0.5,0.5,1,10
"1050","syn","rare",1500,0.000201774230035872,0.0249018765653688,-0.771026225081163,92829,0.1,0.001,6,6,0,0.5,0.5,1,10
"1051","nonsyn","int",1600,0.000468039053966697,0.0372773649107226,-0.502950684390021,44861,0.1,0.001,6,6,0,0.5,0.5,1,10
"1052","syn","int",1600,0.000402281386488245,0.0338707634824377,-0.330160219852692,43044,0.1,0.001,6,6,0,0.5,0.5,1,10
"1053","nonsyn","common",1600,0.0154275158997381,0.094802390416162,0.0380290022730274,5346,0.1,0.001,6,6,0,0.5,0.5,1,10
"1054","syn","common",1600,0.0017617094251612,0.0491030844869851,-0.00464674036592524,21867,0.1,0.001,6,6,0,0.5,0.5,1,10
"1055","nonsyn","rare",1600,0.00018229880779208,0.0246623616974925,-0.880460018044476,263293,0.1,0.001,6,6,0,0.5,0.5,1,10
"1056","syn","rare",1600,0.000171768110952109,0.0240420865196911,-0.773880433005611,92941,0.1,0.001,6,6,0,0.5,0.5,1,10
"1057","nonsyn","int",1700,0.000420407212722071,0.0355082510501121,-0.497419565068854,45087,0.1,0.001,6,6,0,0.5,0.5,1,10
"1058","syn","int",1700,0.000369681073302075,0.0329381218719348,-0.32498923740695,43082,0.1,0.001,6,6,0,0.5,0.5,1,10
"1059","nonsyn","common",1700,0.0180631396691035,0.0919478388656624,0.05567354450904,5198,0.1,0.001,6,6,0,0.5,0.5,1,10
"1060","syn","common",1700,0.00169828224835633,0.0472332193054237,-0.00554467541150383,21598,0.1,0.001,6,6,0,0.5,0.5,1,10
"1061","nonsyn","rare",1700,0.000161064719347699,0.0235302220172489,-0.881506538106249,264295,0.1,0.001,6,6,0,0.5,0.5,1,10
"1062","syn","rare",1700,0.000187310728613951,0.0234852105342116,-0.772287379936343,92724,0.1,0.001,6,6,0,0.5,0.5,1,10
"1063","nonsyn","int",1800,0.000437602907198457,0.0350561930880649,-0.490111567233327,44579,0.1,0.001,6,6,0,0.5,0.5,1,10
"1064","syn","int",1800,0.0004204363687386,0.031278527259308,-0.31722486364343,42762,0.1,0.001,6,6,0,0.5,0.5,1,10
"1065","nonsyn","common",1800,0.0162619700055545,0.0907084854158634,0.0481319595737051,5401,0.1,0.001,6,6,0,0.5,0.5,1,10
"1066","syn","common",1800,0.00165549542825154,0.0447971646201713,-0.00247199364649768,21436,0.1,0.001,6,6,0,0.5,0.5,1,10
"1067","nonsyn","rare",1800,0.000155915101036751,0.0232975351082108,-0.881796834653463,263419,0.1,0.001,6,6,0,0.5,0.5,1,10
"1068","syn","rare",1800,0.000171492834999024,0.0229491045941254,-0.771772653379843,92254,0.1,0.001,6,6,0,0.5,0.5,1,10
"1069","nonsyn","int",1900,0.000249614430362771,0.0337291722394135,-0.493126642046452,44739,0.1,0.001,6,6,0,0.5,0.5,1,10
"1070","syn","int",1900,0.00032053385690578,0.0305839315576529,-0.322611605244472,42783,0.1,0.001,6,6,0,0.5,0.5,1,10
"1071","nonsyn","common",1900,0.0165601512078185,0.0896460195477066,0.0573121171682153,5423,0.1,0.001,6,6,0,0.5,0.5,1,10
"1072","syn","common",1900,0.0020017490283176,0.043585301423244,-0.00178778115102395,21612,0.1,0.001,6,6,0,0.5,0.5,1,10
"1073","nonsyn","rare",1900,0.000155330971385858,0.0229676519101412,-0.88067269778164,262213,0.1,0.001,6,6,0,0.5,0.5,1,10
"1074","syn","rare",1900,0.000151643054877056,0.0222599909606175,-0.773614665274039,92115,0.1,0.001,6,6,0,0.5,0.5,1,10
"1075","nonsyn","int",2000,0.00033125826034363,0.0325672584396418,-0.485469906080184,44641,0.1,0.001,6,6,0,0.5,0.5,1,10
"1076","syn","int",2000,0.000303246907143196,0.029198183429887,-0.317105123637879,42194,0.1,0.001,6,6,0,0.5,0.5,1,10
"1077","nonsyn","common",2000,0.0138675004466679,0.0839852126372854,0.0377820031331344,5597,0.1,0.001,6,6,0,0.5,0.5,1,10
"1078","syn","common",2000,0.00127981775070901,0.0409629148733847,-0.00729711360219099,21509,0.1,0.001,6,6,0,0.5,0.5,1,10
"1079","nonsyn","rare",2000,0.000153726152623211,0.0226333346082912,-0.880417327784952,261664,0.1,0.001,6,6,0,0.5,0.5,1,10
"1080","syn","rare",2000,0.00015457359121662,0.0223181686524914,-0.77410952463161,92083,0.1,0.001,6,6,0,0.5,0.5,1,10
"1081","nonsyn","int",2500,0.00034015820769693,0.0303033069916002,-0.473779018340202,222998,0.1,0.001,6,6,0,0.5,0.5,1,10
"1082","syn","int",2500,0.00015940019651815,0.0266321002251366,-0.311118722501505,212703,0.1,0.001,6,6,0,0.5,0.5,1,10
"1083","nonsyn","common",2500,0.0136671852740496,0.0736126750149403,0.0430387874645944,26674,0.1,0.001,6,6,0,0.5,0.5,1,10
"1084","syn","common",2500,0.00141053338306602,0.0377180422834055,-0.00410724490624499,107240,0.1,0.001,6,6,0,0.5,0.5,1,10
"1085","nonsyn","rare",2500,0.000130892376564979,0.0214234541897342,-0.881279332094675,1307206,0.1,0.001,6,6,0,0.5,0.5,1,10
"1086","syn","rare",2500,0.00012761354331598,0.0207911408122061,-0.772641612795141,460419,0.1,0.001,6,6,0,0.5,0.5,1,10
"1087","nonsyn","int",3000,0.000279070807049548,0.0269248492289875,-0.459012725265607,221461,0.1,0.001,6,6,0,0.5,0.5,1,10
"1088","syn","int",3000,0.000175878835165776,0.0237089050445443,-0.300983749099044,210193,0.1,0.001,6,6,0,0.5,0.5,1,10
"1089","nonsyn","common",3000,0.0117928914251162,0.0610903572585825,0.0346506760375816,26461,0.1,0.001,6,6,0,0.5,0.5,1,10
"1090","syn","common",3000,0.00158752200807826,0.0319586449479475,-0.00159727098307325,106211,0.1,0.001,6,6,0,0.5,0.5,1,10
"1091","nonsyn","rare",3000,0.000104654774186594,0.01995830585917,-0.880788391626743,1298860,0.1,0.001,6,6,0,0.5,0.5,1,10
"1092","syn","rare",3000,0.000109787683827544,0.019499215211977,-0.772180447055223,457902,0.1,0.001,6,6,0,0.5,0.5,1,10
"1093","nonsyn","int",3500,0.000227500777633433,0.0243995505840657,-0.446416822706613,218612,0.1,0.001,6,6,0,0.5,0.5,1,10
"1094","syn","int",3500,6.47043541015156e-05,0.0218086754853722,-0.291449564014054,207850,0.1,0.001,6,6,0,0.5,0.5,1,10
"1095","nonsyn","common",3500,0.0107522152017049,0.0533820837091345,0.0342063657850098,26747,0.1,0.001,6,6,0,0.5,0.5,1,10
"1096","syn","common",3500,0.00111154259518171,0.0284900530719253,-0.00425685338645096,105141,0.1,0.001,6,6,0,0.5,0.5,1,10
"1097","nonsyn","rare",3500,9.28993229587007e-05,0.0190488537034533,-0.88024130158231,1289877,0.1,0.001,6,6,0,0.5,0.5,1,10
"1098","syn","rare",3500,7.726283116683e-05,0.0180147828837085,-0.772047637485585,454265,0.1,0.001,6,6,0,0.5,0.5,1,10
"1099","nonsyn","int",4000,0.000179526557987204,0.0221858380965046,-0.433637329863719,217091,0.1,0.001,6,6,0,0.5,0.5,1,10
"1100","syn","int",4000,0.000124902855539049,0.0204302899963279,-0.282415679733034,206651,0.1,0.001,6,6,0,0.5,0.5,1,10
"1101","nonsyn","common",4000,0.00911011681977997,0.0450894595928362,0.0293755573449332,26451,0.1,0.001,6,6,0,0.5,0.5,1,10
"1102","syn","common",4000,0.000745260966713137,0.0253813638954299,-0.00636907651145311,104726,0.1,0.001,6,6,0,0.5,0.5,1,10
"1103","nonsyn","rare",4000,7.61146613765585e-05,0.017990790085096,-0.880275555235601,1279873,0.1,0.001,6,6,0,0.5,0.5,1,10
"1104","syn","rare",4000,7.63715688541797e-05,0.0172585854922515,-0.771847532204535,449704,0.1,0.001,6,6,0,0.5,0.5,1,10
"1105","nonsyn","int",4500,0.000161597463694007,0.0207771142434021,-0.425800074965093,215116,0.1,0.001,6,6,0,0.5,0.5,1,10
"1106","syn","int",4500,9.56199130202386e-05,0.0190856142931279,-0.27800096095397,205795,0.1,0.001,6,6,0,0.5,0.5,1,10
"1107","nonsyn","common",4500,0.00856314451568843,0.0404238180942273,0.0270435430284664,26357,0.1,0.001,6,6,0,0.5,0.5,1,10
"1108","syn","common",4500,0.000877254337771684,0.0235568480935205,-0.00423885372809792,103567,0.1,0.001,6,6,0,0.5,0.5,1,10
"1109","nonsyn","rare",4500,7.18309837001571e-05,0.0173620512511405,-0.879106987627642,1271546,0.1,0.001,6,6,0,0.5,0.5,1,10
"1110","syn","rare",4500,6.5942053287366e-05,0.0166304215350846,-0.771675424980328,447273,0.1,0.001,6,6,0,0.5,0.5,1,10
"1111","nonsyn","int",5000,0.000109352393511309,0.0194111008072067,-0.421860742475293,213849,0.1,0.001,6,6,0,0.5,0.5,1,10
"1112","syn","int",5000,0.000125588577917438,0.018189326043278,-0.269120752475782,204306,0.1,0.001,6,6,0,0.5,0.5,1,10
"1113","nonsyn","common",5000,0.0080897033355922,0.0379366342778107,0.0275434034688301,26562,0.1,0.001,6,6,0,0.5,0.5,1,10
"1114","syn","common",5000,0.000791330688293755,0.0215957377001204,-0.00384077590164527,102834,0.1,0.001,6,6,0,0.5,0.5,1,10
"1115","nonsyn","rare",5000,5.74342513406712e-05,0.0167010475736529,-0.879072268696445,1268581,0.1,0.001,6,6,0,0.5,0.5,1,10
"1116","syn","rare",5000,5.46373481228899e-05,0.0161610451553964,-0.771737482463747,445179,0.1,0.001,6,6,0,0.5,0.5,1,10
"1117","nonsyn","int",7500,8.49468776741227e-05,0.017258957163164,-0.405283545459824,1048241,0.1,0.001,6,6,0,0.5,0.5,1,10
"1118","syn","int",7500,2.96136940228041e-05,0.0161136530233602,-0.264433271671405,1000787,0.1,0.001,6,6,0,0.5,0.5,1,10
"1119","nonsyn","common",7500,0.00514047245318207,0.0269595655111158,0.0126178926369423,128690,0.1,0.001,6,6,0,0.5,0.5,1,10
"1120","syn","common",7500,0.000590784158236603,0.0183678968191354,-0.00454655640583893,508201,0.1,0.001,6,6,0,0.5,0.5,1,10
"1121","nonsyn","rare",7500,4.48892235218328e-05,0.0154371809939721,-0.87767988060629,6209125,0.1,0.001,6,6,0,0.5,0.5,1,10
"1122","syn","rare",7500,4.32195985913398e-05,0.0148595914797412,-0.769343234325612,2185055,0.1,0.001,6,6,0,0.5,0.5,1,10
"1123","nonsyn","int",10000,3.30129593886635e-05,0.0149125773670974,-0.388923078857809,1015480,0.1,0.001,6,6,0,0.5,0.5,1,10
"1124","syn","int",10000,3.45863933965436e-06,0.0141591463326311,-0.252539639463861,971249,0.1,0.001,6,6,0,0.5,0.5,1,10
"1125","nonsyn","common",10000,0.00266616845114055,0.0185986771034158,-0.00178781851307536,125247,0.1,0.001,6,6,0,0.5,0.5,1,10
"1126","syn","common",10000,0.000366125396863866,0.0149623674643742,-0.00553408418255992,495132,0.1,0.001,6,6,0,0.5,0.5,1,10
"1127","nonsyn","rare",10000,2.70224312879249e-05,0.014066376327219,-0.876169903488555,6013208,0.1,0.001,6,6,0,0.5,0.5,1,10
"1128","syn","rare",10000,2.49847467824323e-05,0.0135652215192428,-0.768359586969958,2119225,0.1,0.001,6,6,0,0.5,0.5,1,10
"1129","syn","int",10,0.0061790450928382,0.311680355528751,-0.318021457616598,5278,0.1,0.001,6,6,0,0.5,0.5,2,10
"1130","nonsyn","int",10,0.00440452894680624,0.16140061009954,-0.59457797220443,4681,0.1,0.001,6,6,0,0.5,0.5,2,10
"1131","syn","rare",10,0.00150939001462294,0.116573118161205,-0.687112985166704,9574,0.1,0.001,6,6,0,0.5,0.5,2,10
"1132","nonsyn","rare",10,0.000863250813298421,0.057443338545922,-0.852346023129174,25206,0.1,0.001,6,6,0,0.5,0.5,2,10
"1133","syn","common",10,0.0108104658018868,0.670796640561888,0.000263455091749193,3392,0.1,0.001,6,6,0,0.5,0.5,2,10
"1134","nonsyn","common",10,0.105029810996564,0.715738882381348,0.355181621129037,1164,0.1,0.001,6,6,0,0.5,0.5,2,10
"1135","syn","int",15,0.00603731456827691,0.30788700241322,-0.330302142713292,2629,0.1,0.001,6,6,0,0.5,0.5,2,10
"1136","nonsyn","int",15,0.00387275922671353,0.153204478250116,-0.606004080894283,2276,0.1,0.001,6,6,0,0.5,0.5,2,10
"1137","syn","rare",15,0.001448754887837,0.11070113400495,-0.690055309598727,4859,0.1,0.001,6,6,0,0.5,0.5,2,10
"1138","nonsyn","rare",15,0.000977783063748811,0.0599952732288725,-0.847737572427135,12612,0.1,0.001,6,6,0,0.5,0.5,2,10
"1139","syn","common",15,0.00187467199087279,0.634602851823067,-0.0394115439216262,1753,0.1,0.001,6,6,0,0.5,0.5,2,10
"1140","nonsyn","common",15,0.147355463182898,0.793792565881678,0.541108653595507,842,0.1,0.001,6,6,0,0.5,0.5,2,10
"1141","syn","int",20,0.00724207221350079,0.288099010441617,-0.314018735026809,2548,0.1,0.001,6,6,0,0.5,0.5,2,10
"1142","nonsyn","int",20,0.00270373134328358,0.143605380695133,-0.622486554607111,2412,0.1,0.001,6,6,0,0.5,0.5,2,10
"1143","syn","rare",20,0.00119379539323511,0.106780409446119,-0.701527660744452,4819,0.1,0.001,6,6,0,0.5,0.5,2,10
"1144","nonsyn","rare",20,0.000926875443716968,0.0594324683849987,-0.845870323127608,12677,0.1,0.001,6,6,0,0.5,0.5,2,10
"1145","syn","common",20,0.00498648293963255,0.617648324550444,-0.0367431169064064,1524,0.1,0.001,6,6,0,0.5,0.5,2,10
"1146","nonsyn","common",20,0.134059556786704,0.762806401207255,0.501751810172093,722,0.1,0.001,6,6,0,0.5,0.5,2,10
"1147","syn","int",25,0.00590344281757024,0.254240685061644,-0.356402709333871,2527,0.1,0.001,6,6,0,0.5,0.5,2,10
"1148","nonsyn","int",25,0.00448366040955631,0.158689425810155,-0.591167098928024,2344,0.1,0.001,6,6,0,0.5,0.5,2,10
"1149","syn","rare",25,0.00140990778468797,0.10300552817979,-0.694297615777822,4663,0.1,0.001,6,6,0,0.5,0.5,2,10
"1150","nonsyn","rare",25,0.000895493320457106,0.0573069728026949,-0.847738498009701,12426,0.1,0.001,6,6,0,0.5,0.5,2,10
"1151","syn","common",25,0.0077437697659709,0.591692696733569,-0.0127442792419552,1581,0.1,0.001,6,6,0,0.5,0.5,2,10
"1152","nonsyn","common",25,0.134614323607427,0.761765611586719,0.492197418638271,754,0.1,0.001,6,6,0,0.5,0.5,2,10
"1153","syn","int",50,0.00497531528636838,0.251249842989787,-0.3556728701215,12449,0.1,0.001,6,6,0,0.5,0.5,2,10
"1154","nonsyn","int",50,0.0037779643591501,0.14690888659134,-0.599030757491611,11672,0.1,0.001,6,6,0,0.5,0.5,2,10
"1155","syn","rare",50,0.00138436082087999,0.0998961523942251,-0.695633555681403,24023,0.1,0.001,6,6,0,0.5,0.5,2,10
"1156","nonsyn","rare",50,0.000846571724083061,0.0548698943567685,-0.854881475265488,62845,0.1,0.001,6,6,0,0.5,0.5,2,10
"1157","syn","common",50,0.0146936401449081,0.549310849476763,0.0251833631111443,7453,0.1,0.001,6,6,0,0.5,0.5,2,10
"1158","nonsyn","common",50,0.12576077953715,0.721291669373396,0.451651713862868,3284,0.1,0.001,6,6,0,0.5,0.5,2,10
"1159","syn","int",75,0.00494205286933244,0.21964180235916,-0.357189906402598,11954,0.1,0.001,6,6,0,0.5,0.5,2,10
"1160","nonsyn","int",75,0.00321776378224485,0.132283144926902,-0.595912832338356,11591,0.1,0.001,6,6,0,0.5,0.5,2,10
"1161","syn","rare",75,0.00117019932145886,0.0849301597533655,-0.711589407236378,23580,0.1,0.001,6,6,0,0.5,0.5,2,10
"1162","nonsyn","rare",75,0.000787716985984313,0.0534378867925908,-0.857305681747975,62216,0.1,0.001,6,6,0,0.5,0.5,2,10
"1163","syn","common",75,0.0102092399828889,0.485211595649991,-0.00268808340674059,7013,0.1,0.001,6,6,0,0.5,0.5,2,10
"1164","nonsyn","common",75,0.102389094269871,0.651303205604902,0.351367912100146,2705,0.1,0.001,6,6,0,0.5,0.5,2,10
"1165","syn","int",100,0.00459688751668892,0.201000426584294,-0.36032422851641,11984,0.1,0.001,6,6,0,0.5,0.5,2,10
"1166","nonsyn","int",100,0.0035005754141238,0.128409862280274,-0.593698646317513,11470,0.1,0.001,6,6,0,0.5,0.5,2,10
"1167","syn","rare",100,0.00108145071508093,0.0768274361509933,-0.721279268256211,23354,0.1,0.001,6,6,0,0.5,0.5,2,10
"1168","nonsyn","rare",100,0.000805904933950548,0.0528114289123164,-0.855799824298959,61999,0.1,0.001,6,6,0,0.5,0.5,2,10
"1169","syn","common",100,0.00843402169068489,0.429931833699461,-0.0043772151438044,6731,0.1,0.001,6,6,0,0.5,0.5,2,10
"1170","nonsyn","common",100,0.0657985123198512,0.526282981953804,0.184835704919537,2151,0.1,0.001,6,6,0,0.5,0.5,2,10
"1171","syn","int",125,0.00390237031947784,0.173319927267042,-0.363969462427542,11644,0.1,0.001,6,6,0,0.5,0.5,2,10
"1172","nonsyn","int",125,0.00344388438491364,0.124063696188229,-0.591813038767006,11348,0.1,0.001,6,6,0,0.5,0.5,2,10
"1173","syn","rare",125,0.00102074185896053,0.0728286332005071,-0.723935499549788,23185,0.1,0.001,6,6,0,0.5,0.5,2,10
"1174","nonsyn","rare",125,0.000730603145176756,0.0501007706508508,-0.859362221989177,62572,0.1,0.001,6,6,0,0.5,0.5,2,10
"1175","syn","common",125,0.0116419630590749,0.386832297720035,0.00692744408956221,6551,0.1,0.001,6,6,0,0.5,0.5,2,10
"1176","nonsyn","common",125,0.0334456018518519,0.424598529286688,0.0379592923060285,1728,0.1,0.001,6,6,0,0.5,0.5,2,10
"1177","syn","int",150,0.00348057484398348,0.160098405731243,-0.379118381877936,11377,0.1,0.001,6,6,0,0.5,0.5,2,10
"1178","nonsyn","int",150,0.00296273848611234,0.115655630930364,-0.603971559426576,11269,0.1,0.001,6,6,0,0.5,0.5,2,10
"1179","syn","rare",150,0.000873250281166191,0.0654762005070784,-0.729505713173456,23118,0.1,0.001,6,6,0,0.5,0.5,2,10
"1180","nonsyn","rare",150,0.000729134747197807,0.0487024106969743,-0.859111204365065,62005,0.1,0.001,6,6,0,0.5,0.5,2,10
"1181","syn","common",150,0.00772907066646049,0.343115185918795,-0.00501168291405099,6467,0.1,0.001,6,6,0,0.5,0.5,2,10
"1182","nonsyn","common",150,0.0299897671568627,0.363326707045761,0.0470000860614415,1632,0.1,0.001,6,6,0,0.5,0.5,2,10
"1183","syn","int",175,0.0036815579287445,0.142375933920871,-0.368204813886257,11143,0.1,0.001,6,6,0,0.5,0.5,2,10
"1184","nonsyn","int",175,0.00295699763386206,0.109618784727353,-0.593499731674646,11411,0.1,0.001,6,6,0,0.5,0.5,2,10
"1185","syn","rare",175,0.000881591428069559,0.0650398049460465,-0.735877464038227,22772,0.1,0.001,6,6,0,0.5,0.5,2,10
"1186","nonsyn","rare",175,0.000725763543617227,0.0485494863922676,-0.859580294668809,61948,0.1,0.001,6,6,0,0.5,0.5,2,10
"1187","syn","common",175,0.00724633834346019,0.315524945964696,-0.0015499077939146,6254,0.1,0.001,6,6,0,0.5,0.5,2,10
"1188","nonsyn","common",175,0.026220971563981,0.35171066295695,0.0277163267510223,1688,0.1,0.001,6,6,0,0.5,0.5,2,10
"1189","syn","int",200,0.00283806371900097,0.135171112700383,-0.379276712700014,11331,0.1,0.001,6,6,0,0.5,0.5,2,10
"1190","nonsyn","int",200,0.00270365224989078,0.103019198789225,-0.597902212829169,11445,0.1,0.001,6,6,0,0.5,0.5,2,10
"1191","syn","rare",200,0.000886846234309624,0.0609867121667685,-0.738089883278154,22944,0.1,0.001,6,6,0,0.5,0.5,2,10
"1192","nonsyn","rare",200,0.000607193390551055,0.0451103766936123,-0.866703678071173,62335,0.1,0.001,6,6,0,0.5,0.5,2,10
"1193","syn","common",200,0.0064916282030877,0.295709873931472,-0.0105846521810991,6283,0.1,0.001,6,6,0,0.5,0.5,2,10
"1194","nonsyn","common",200,0.0267741146168706,0.342189174795603,0.0267322998065097,1553,0.1,0.001,6,6,0,0.5,0.5,2,10
"1195","syn","int",250,0.00280439222774514,0.118846040478506,-0.376081497385742,22130,0.1,0.001,6,6,0,0.5,0.5,2,10
"1196","nonsyn","int",250,0.00261129769650079,0.101030250701826,-0.591355828159016,22748,0.1,0.001,6,6,0,0.5,0.5,2,10
"1197","syn","rare",250,0.000808794035577259,0.0568875095365419,-0.736886783132444,45872,0.1,0.001,6,6,0,0.5,0.5,2,10
"1198","nonsyn","rare",250,0.000650725963094853,0.045832695281549,-0.862129162860299,123560,0.1,0.001,6,6,0,0.5,0.5,2,10
"1199","syn","common",250,0.00659056280587276,0.256024455832376,-0.00256211711694102,12260,0.1,0.001,6,6,0,0.5,0.5,2,10
"1200","nonsyn","common",250,0.0237409105586051,0.314106548612473,0.021515464870427,3097,0.1,0.001,6,6,0,0.5,0.5,2,10
"1201","syn","int",300,0.00247724973800519,0.10945421016656,-0.374819381140161,21947,0.1,0.001,6,6,0,0.5,0.5,2,10
"1202","nonsyn","int",300,0.00226600507320546,0.0938775841624687,-0.58960843370805,22471,0.1,0.001,6,6,0,0.5,0.5,2,10
"1203","syn","rare",300,0.000749084136722174,0.0523534021769043,-0.740384060132396,45640,0.1,0.001,6,6,0,0.5,0.5,2,10
"1204","nonsyn","rare",300,0.00061459752447213,0.0436809829645393,-0.864820379897291,123610,0.1,0.001,6,6,0,0.5,0.5,2,10
"1205","syn","common",300,0.0053492673837554,0.226153829436559,-0.00898772499668016,11807,0.1,0.001,6,6,0,0.5,0.5,2,10
"1206","nonsyn","common",300,0.0276074194598113,0.28930153574208,0.046592519873608,3073,0.1,0.001,6,6,0,0.5,0.5,2,10
"1207","syn","int",350,0.00239802807795326,0.0994438605327174,-0.374634097609551,21654,0.1,0.001,6,6,0,0.5,0.5,2,10
"1208","nonsyn","int",350,0.00214711120957023,0.0903767293969456,-0.588435494474422,22570,0.1,0.001,6,6,0,0.5,0.5,2,10
"1209","syn","rare",350,0.000689603157202368,0.0486279063422848,-0.747513145714813,45610,0.1,0.001,6,6,0,0.5,0.5,2,10
"1210","nonsyn","rare",350,0.000562670842133372,0.0417514214396637,-0.866695001242769,123579,0.1,0.001,6,6,0,0.5,0.5,2,10
"1211","syn","common",350,0.00548537391894183,0.199424887514486,-0.000802696551702434,11794,0.1,0.001,6,6,0,0.5,0.5,2,10
"1212","nonsyn","common",350,0.0255535313531353,0.2800699623339,0.0408060794045807,3030,0.1,0.001,6,6,0,0.5,0.5,2,10
"1213","syn","int",400,0.00214810571480738,0.089399359520363,-0.366441314684238,21908,0.1,0.001,6,6,0,0.5,0.5,2,10
"1214","nonsyn","int",400,0.00184002980222162,0.0836278683943781,-0.584274290650209,22146,0.1,0.001,6,6,0,0.5,0.5,2,10
"1215","syn","rare",400,0.000632258561493089,0.0460783738886856,-0.750836256882252,45436,0.1,0.001,6,6,0,0.5,0.5,2,10
"1216","nonsyn","rare",400,0.000540690837626469,0.0408323133601503,-0.867086845759229,123647,0.1,0.001,6,6,0,0.5,0.5,2,10
"1217","syn","common",400,0.00386508820003425,0.178993318810746,-0.0163758244859773,11678,0.1,0.001,6,6,0,0.5,0.5,2,10
"1218","nonsyn","common",400,0.0287109132871744,0.266691892182495,0.0584877808228689,3033,0.1,0.001,6,6,0,0.5,0.5,2,10
"1219","syn","int",450,0.0020204889298893,0.0851549866174164,-0.36854486074452,21680,0.1,0.001,6,6,0,0.5,0.5,2,10
"1220","nonsyn","int",450,0.00170533321341847,0.0800229611801658,-0.579872982399822,22238,0.1,0.001,6,6,0,0.5,0.5,2,10
"1221","syn","rare",450,0.0006175524927078,0.0447528789181029,-0.751707600415355,44911,0.1,0.001,6,6,0,0.5,0.5,2,10
"1222","nonsyn","rare",450,0.000469802403748218,0.0379175148605516,-0.871351106864131,122725,0.1,0.001,6,6,0,0.5,0.5,2,10
"1223","syn","common",450,0.0067879417153826,0.167632148803394,0.00760239068758542,11461,0.1,0.001,6,6,0,0.5,0.5,2,10
"1224","nonsyn","common",450,0.026829888084266,0.260912633483494,0.0574618376882799,3038,0.1,0.001,6,6,0,0.5,0.5,2,10
"1225","syn","int",500,0.00169796858445806,0.0769387002852693,-0.378039236145955,21709,0.1,0.001,6,6,0,0.5,0.5,2,10
